set,name,foil,ck,mkm
Shadowmoor,Smash to Smithereens,FALSE,"0,04","0,05"
Onslaught,Smother,TRUE,"0,38","1,28"
Onslaught,Smother,TRUE,"0,38","1,28"
Eventide,Snakeform,TRUE,"1,19","0,89"
Urza's Legacy,Snap,FALSE,"0,21","0,45"
Urza's Legacy,Snap,TRUE,"5,08","8,10"
Urza's Saga,Sneak Attack,FALSE,"12,29","20,70"
Duel Decks: Garruk vs. Liliana,Snuff Out,FALSE,"0,97","0,32"
Mercadian Masques,Snuff Out,TRUE,"4,66","4,73"
Commander 2011,Sol Ring,FALSE,"1,31","0,89"
Commander 2013,Sol Ring,FALSE,"1,31","0,54"
Mirrodin,Solemn Simulacrum,TRUE,"13,98","15,53"
Magic 2012,Solemn Simulacrum,FALSE,"2,75","2,10"
Judgment,Solitary Confinement,FALSE,"2,46","4,01"
Tempest,Soltari Emissary,FALSE,"0,05","0,17"
Tempest,Soltari Guerrillas,FALSE,"0,14","0,23"
Tempest,Soltari Monk,FALSE,"0,05","0,05"
Avacyn Restored,Somberwald Sage,TRUE,"2,54","2,70"
Avacyn Restored,Somberwald Sage,FALSE,"0,68","0,90"
Commander 2014,Song of the Dryads,FALSE,"1,57","3,60"
Zendikar,Sorin Markov,FALSE,"11,86","8,55"
Magic 2012,Sorin Markov,FALSE,"11,02","8,08"
Scourge,Soul Collector,TRUE,"0,17","0,35"
Scourge,Soul Collector,FALSE,"0,08","0,14"
New Phyrexia,Soul Conduit,FALSE,"0,08","0,09"
Magic 2015,Soul of New Phyrexia,FALSE,"0,72","0,81"
Avacyn Restored,Soul of the Harvest,FALSE,"0,08","0,18"
Magic 2010,Soul Warden,FALSE,"0,07","0,09"
Conflux,Soul's Majesty,FALSE,"0,25","0,18"
Avacyn Restored,Soulcage Fiend,TRUE,"0,08","0,05"
Onslaught,Soulless One,FALSE,"0,21","0,26"
Alara Reborn,Sovereigns of Lost Alara,FALSE,"1,53","0,68"
Lorwyn,Sower of Temptation,FALSE,"5,93","4,50"
Lorwyn,Sower of Temptation,TRUE,"27,96","20,70"
Onslaught,Sparksmith,TRUE,"0,07","0,23"
Theros,Spear of Heliod,FALSE,"0,17","0,18"
Shards of Alara,Spearbreaker Behemoth,FALSE,"0,85","0,14"
Innistrad,Spectral Flight,TRUE,"0,07","0,08"
Modern Masters 2015,Spectral Procession,FALSE,"0,07","0,08"
Shadowmoor,Spectral Procession,FALSE,"0,17","0,18"
Commander 2011,Spell Crumple,FALSE,"0,38","0,80"
Modern Masters 2017,Spell Pierce,TRUE,"1,19","0,90"
Modern Masters 2017,Spell Pierce,FALSE,"0,04","0,05"
Alara Reborn,Spellbreaker Behemoth,FALSE,"0,21","0,18"
Modern Masters 2015,Spellskite,FALSE,"5,93","7,64"
New Phyrexia,Spellskite,FALSE,"4,45","8,06"
Lorwyn,Spellstutter Sprite,FALSE,"0,32","0,18"
Return to Ravnica,Sphere of Safety,FALSE,"0,10","0,02"
Mirrodin Besieged,Sphere of the Suns,FALSE,"0,04","0,01"
Mirrodin Besieged,Sphere of the Suns,TRUE,"0,14","0,18"
Zendikar,Sphinx of Jwar Isle,TRUE,"0,13","0,18"
Commander 2013,Sphinx of the Steel Wind,FALSE,"0,21","0,36"
Alara Reborn,Sphinx of the Steel Wind,FALSE,"0,32","0,68"
Shards of Alara,Sphinx Sovereign,FALSE,"0,85","0,86"
Conflux,Sphinx Summoner,FALSE,"0,08","0,17"
Stronghold,Spike Feeder,FALSE,"0,04","0,09"
Dragon's Maze,Spike Jester,TRUE,"0,10","0,09"
Battle Royale Box Set,Spike Weaver,FALSE,"3,39","7,92"
Exodus,Spike Weaver,FALSE,"5,42","5,76"
New Phyrexia,Spined Thopter,TRUE,"0,07","0,05"
Lorwyn,Spinerock Knoll,FALSE,"0,08","0,18"
Darksteel,Spire Golem,TRUE,"1,36","1,80"
Darksteel,Spire Golem,FALSE,"0,04","0,02"
Magic 2012,Spirit Mantle,FALSE,"0,21","0,61"
Born of the Gods,Spirit of the Labyrinth,FALSE,"0,08","0,23"
Apocalypse,Spiritmonger,FALSE,"0,08","0,50"
Urza's Destiny,Splinter,TRUE,"0,07","0,40"
Innistrad,Splinterfright,FALSE,"0,08","0,05"
Mirrodin,Spoils of the Vault,FALSE,"1,10","1,30"
Prophecy,Spore Frog,TRUE,"10,17","45,00"
Magic 2014,Sporemound,TRUE,"0,17","0,09"
Urza's Saga,Sporogenesis,FALSE,"0,16","0,16"
Zendikar,Spreading Seas,FALSE,"0,31","0,63"
Commander 2013,Springjack Pasture,FALSE,"0,38","0,09"
Lorwyn,Springleaf Drum,FALSE,"0,22","0,18"
Future Sight,Sprout Swarm,TRUE,"0,75","0,72"
Magic 2011,Squadron Hawk,FALSE,"0,04","0,02"
Modern Masters,"Squee, Goblin Nabob",FALSE,"1,48","1,79"
Tenth Edition,"Squee, Goblin Nabob",FALSE,"1,69","1,71"
Dissension,Stalking Vengeance,TRUE,"3,39","3,59"
Ice Age,Stampede,FALSE,"0,05","0,08"
Odyssey,Standstill,FALSE,"0,34","1,53"
Tempest,Starke of Rath,FALSE,"0,44","0,23"
Tempest,Static Orb,FALSE,"3,14","1,98"
Scars of Mirrodin,Steel Hellkite,FALSE,"0,08","0,18"
Shadowmoor,Steel of the Godhead,FALSE,"0,68","0,42"
Duel Decks: Elspeth vs. Tezzeret,Steel Overseer,FALSE,"8,47","5,85"
Magic 2011,Steel Overseer,FALSE,"6,99","8,06"
Duel Decks: Elspeth vs. Tezzeret,Steel Wall,FALSE,"0,07","0,02"
Dissension,Steeling Stance,TRUE,"0,07","0,05"
Invasion,Sterling Grove,FALSE,"3,98","4,03"
Eventide,Stigma Lasher,FALSE,"3,81","1,98"
Planar Chaos,Stingscourger,TRUE,"0,07","0,23"
Duel Decks: Divine vs. Demonic,Stinkweed Imp,FALSE,"0,05","0,05"
Worldwake,Stirring Wildwood,FALSE,"0,13","0,44"
Innistrad,Stitched Drake,TRUE,"0,14","0,09"
Modern Masters 2017,Stoic Angel,FALSE,"0,08","0,05"
Shards of Alara,Stoic Angel,FALSE,"0,14","0,23"
Gatecrash,Stolen Identity,FALSE,"0,08","0,09"
Shadows over Innistrad,Stone Quarry,TRUE,"0,17","0,09"
Odyssey,Stone-Tongue Basilisk,TRUE,"0,17","1,35"
Worldwake,Stoneforge Mystic,FALSE,"9,32","9,86"
Time Spiral,Stonewood Invocation,FALSE,"0,14","0,09"
Modern Masters 2017,Stony Silence,FALSE,"2,54","3,51"
Dark Ascension,Stormbound Geist,TRUE,"0,75","2,70"
Dark Ascension,Stormbound Geist,FALSE,"0,04","0,02"
Magic 2010,Stormfront Pegasus,TRUE,"0,07","0,09"
Invasion,Stormscape Master,TRUE,"0,38","2,93"
Magic 2011,Stormtide Leviathan,FALSE,"0,08","0,07"
Magic 2013,Stormtide Leviathan,TRUE,"0,17","0,44"
Commander 2011,Stranglehold,FALSE,"3,98","4,91"
Commander 2014,Strata Scythe,FALSE,"0,08","0,02"
Modern Masters,Street Wraith,TRUE,"5,08","6,75"
Future Sight,Street Wraith,FALSE,"2,46","3,96"
Worldwake,Strength of the Tajuru,FALSE,"0,08","0,08"
Innistrad,Stromkirk Noble,FALSE,"0,20","0,26"
Khans of Tarkir,Stubborn Denial,FALSE,"0,28","0,02"
Innistrad,Sturmgeist,FALSE,"0,08","0,02"
Antiquities,Su-Chi,FALSE,"15,68","34,20"
Magic 2013,Sublime Archangel,FALSE,"3,39","5,03"
Nemesis,Submerge,FALSE,"0,14","0,63"
Oath of the Gatewatch,Submerged Boneyard,TRUE,"0,08","0,05"
Conspiracy: Take the Crown,Subterranean Tremors,FALSE,"0,97","0,63"
Urza's Legacy,Subversion,TRUE,"1,91","4,50"
Urza's Legacy,Subversion,FALSE,"0,16","0,09"
Time Spiral,Sudden Shock,FALSE,"0,08","0,09"
Planar Chaos,Sulfur Elemental,FALSE,"0,04","0,09"
Conspiracy,Sulfuric Vortex,FALSE,"0,14","0,13"
Ice Age,Sulfurous Springs,FALSE,"1,27","2,69"
Khans of Tarkir,Sultai Scavenger,TRUE,"0,05","0,02"
Visions,Summer Bloom,FALSE,"0,04","0,44"
Zendikar,Summoning Trap,FALSE,"0,08","0,32"
Zendikar,Summoning Trap,FALSE,"0,08","0,32"
Commander 2013,Sun Droplet,FALSE,"0,34","0,18"
Magic 2012,Sun Titan,TRUE,"6,36","8,54"
Scars of Mirrodin,Sunblast Angel,FALSE,"0,08","0,09"
Born of the Gods,Sunbond,FALSE,"0,07","0,02"
Urza's Saga,Sunder,FALSE,"0,85","0,90"
Darksteel,Sundering Titan,FALSE,"1,19","1,40"
Magic 2012,Sundial of the Infinite,FALSE,"0,55","2,63"
Ravnica: City of Guilds,Sunforger,FALSE,"0,13","0,07"
Odyssey,Sungrass Prairie,FALSE,"0,68","0,98"
Ravnica: City of Guilds,"Sunhome, Fortress of the Legion",FALSE,"0,16","0,02"
Planar Chaos,Sunlance,FALSE,"0,04","0,00"
Planar Chaos,Sunlance,FALSE,"0,04","0,00"
Planar Chaos,Sunlance,TRUE,"0,38","0,26"
Magic 2010,Sunpetal Grove,FALSE,"1,69","1,26"
Amonkhet,Supernatural Stamina,TRUE,"0,17","0,05"
New Phyrexia,Surgical Extraction,FALSE,"6,57","13,14"
Exodus,Survival of the Fittest,FALSE,"26,27","25,16"
New Phyrexia,Suture Priest,FALSE,"0,04","0,02"
Theros,Swan Song,FALSE,"1,06","0,39"
Modern Masters 2015,Swans of Bryn Argoll,FALSE,"0,23","0,15"
Shadowmoor,Swans of Bryn Argoll,TRUE,"4,24","3,36"
Commander 2013,Swiftfoot Boots,FALSE,"0,21","0,09"
Magic 2012,Swiftfoot Boots,FALSE,"0,44","0,14"
Khans of Tarkir,Swiftwater Cliffs,TRUE,"0,17","0,06"
Khans of Tarkir,Swiftwater Cliffs,FALSE,"0,04","0,00"
Scars of Mirrodin,Sword of Body and Mind,FALSE,"7,41","5,39"
Mirrodin Besieged,Sword of Feast and Famine,TRUE,"25,42","26,10"
Mirrodin Besieged,Sword of Feast and Famine,FALSE,"13,98","12,60"
Darksteel,Sword of Fire and Ice,FALSE,"27,96","22,50"
Stronghold,Sword of the Chosen,FALSE,"0,07","0,14"
Fourth Edition,Swords to Plowshares,FALSE,"1,06","0,90"
Ice Age,Swords to Plowshares,FALSE,"0,72","1,35"
Shadowmoor,"Sygg, River Cutthroat",FALSE,"2,12","1,80"
Lorwyn,"Sygg, River Guide",FALSE,"0,17","0,09"
Eternal Masters,Sylvan Library,TRUE,"11,19","21,60"
Eternal Masters,Sylvan Library,FALSE,"8,90","8,52"
Fifth Edition,Sylvan Library,FALSE,"8,90","8,55"
Odyssey,Sylvan Might,TRUE,"0,07","0,18"
Gatecrash,Sylvan Primordial,FALSE,"0,08","0,08"
Magic 2011,Sylvan Ranger,TRUE,"0,14","1,08"
Judgment,Sylvan Safekeeper,TRUE,"8,64","13,50"
Tenth Edition,Sylvan Scrying,FALSE,"0,05","0,09"
Legions,Synapse Sliver,FALSE,"1,53","1,31"
Odyssey,Syncopate,TRUE,"0,14","1,08"
Eventide,Syphon Life,TRUE,"0,08","0,26"
Ravnica: City of Guilds,"Szadek, Lord of Secrets",TRUE,"1,69","2,25"
Duel Decks: Sorin vs. Tibalt,Tainted Field,FALSE,"0,20","0,18"
Odyssey,Tainted Pact,TRUE,"14,24","16,20"
Alara Reborn,Tainted Sigil,FALSE,"0,14","0,02"
Scars of Mirrodin,Tainted Strike,FALSE,"0,04","0,02"
Torment,Tainted Wood,TRUE,"2,97","3,15"
Eventide,Talara's Battalion,FALSE,"0,68","1,73"
Mirrodin,Talisman of Dominance,FALSE,"0,28","0,05"
Mirrodin,Talisman of Indulgence,FALSE,"0,21","0,05"
Mirrodin,Talisman of Unity,FALSE,"0,04","0,02"
Worldwake,Talus Paladin,FALSE,"0,13","0,18"
Darksteel,Tangle Golem,TRUE,"0,05","0,08"
Nemesis,Tangle Wire,FALSE,"1,57","2,24"
Shards of Alara,Tar Fiend,FALSE,"0,08","0,06"
Lorwyn,Tarfire,FALSE,"0,04","0,08"
Commander 2011,"Tariel, Reckoner of Souls",FALSE,"0,97","0,23"
Future Sight,Tarmogoyf,FALSE,"50,84","49,50"
Fate Reforged,"Tasigur, the Golden Fang",FALSE,"0,34","1,46"
Morningtide,Taurean Mauler,FALSE,"0,16","0,27"
Mirage,Teeka's Dragon,FALSE,"1,06","0,90"
Zendikar,Teetering Peaks,TRUE,"0,07","0,09"
Commander 2014,"Teferi, Temporal Archmage",FALSE,"3,39","7,90"
Conflux,Telemin Performance,FALSE,"0,22","0,23"
Stronghold,Temper,FALSE,"0,05","0,02"
Scars of Mirrodin,Tempered Steel,FALSE,"0,23","0,43"
Scars of Mirrodin,Tempered Steel,FALSE,"0,23","0,43"
Magic 2011,Temple Bell,FALSE,"0,08","0,09"
Theros,Temple of Abandon,FALSE,"0,32","0,27"
Theros,Temple of Deceit,FALSE,"0,68","0,86"
Born of the Gods,Temple of Enlightenment,FALSE,"1,69","1,76"
Theros,Temple of Mystery,FALSE,"0,51","0,36"
Born of the Gods,Temple of Plenty,FALSE,"1,10","0,81"
Theros,Temple of Silence,TRUE,"1,69","1,80"
Theros,Temple of Silence,FALSE,"1,06","0,54"
Commander 2013,Temple of the False God,FALSE,"0,07","0,04"
Theros,Temple of Triumph,FALSE,"0,72","0,45"
Ninth Edition,Temporal Adept,FALSE,"0,17","0,23"
Scourge,Temporal Fissure,TRUE,"0,17","0,09"
Time Spiral,Temporal Isolation,TRUE,"0,38","0,26"
Apocalypse,Temporal Spring,TRUE,"0,51","0,18"
Commander 2013,Tempt with Immortality,FALSE,"0,08","0,09"
Magic 2014,Tenacious Dead,TRUE,"0,38","0,17"
Conspiracy,Terastodon,TRUE,"1,19","0,72"
Conspiracy,Terastodon,FALSE,"0,08","0,09"
Worldwake,Terastodon,FALSE,"0,08","0,14"
Modern Masters 2017,Terminate,FALSE,"0,08","0,26"
Planeshift,Terminate,TRUE,"11,86","15,30"
Alara Reborn,Terminate,FALSE,"0,21","0,44"
Avacyn Restored,Terminus,FALSE,"0,44","0,81"
Magic 2015,Terra Stomper,FALSE,"0,08","0,09"
Odyssey,Terravore,FALSE,"0,34","0,89"
Darksteel,Test of Faith,TRUE,"0,07","0,14"
Legends,Tetsuo Umezawa,FALSE,"44,91","67,48"
Shards of Alara,Tezzeret the Seeker,TRUE,"20,34","21,15"
Shards of Alara,Tezzeret the Seeker,FALSE,"4,45","4,49"
Modern Masters 2015,Tezzeret's Gambit,TRUE,"0,14","0,23"
Modern Masters 2015,Tezzeret's Gambit,FALSE,"0,17","0,02"
New Phyrexia,Tezzeret's Gambit,FALSE,"0,10","0,14"
Mirrodin Besieged,"Tezzeret, Agent of Bolas",FALSE,"6,14","11,25"
Worldwake,"Thada Adel, Acquisitor",TRUE,"2,37","2,70"
Worldwake,"Thada Adel, Acquisitor",FALSE,"0,68","0,27"
Shadows over Innistrad,Thalia's Lieutenant,FALSE,"0,20","0,72"
Dark Ascension,"Thalia, Guardian of Thraben",FALSE,"7,63","10,79"
Theros,"Thassa, God of the Sea",FALSE,"3,81","3,15"
Alliances,Thawing Glaciers,FALSE,"5,08","4,49"
Shadows over Innistrad,The Gitrog Monster,FALSE,"0,42","0,71"
Commander 2011,The Mimeoplasm,FALSE,"3,56","0,14"
Archenemy,Thelonite Hermit,FALSE,"0,08","0,27"
Time Spiral,Think Twice,FALSE,"0,04","0,03"
Time Spiral,Think Twice,FALSE,"0,04","0,03"
Duel Decks: Elspeth vs. Tezzeret,Thirst for Knowledge,FALSE,"0,17","0,07"
Mirrodin,Thirst for Knowledge,FALSE,"0,22","0,10"
Mirrodin Besieged,Thopter Assembly,FALSE,"0,08","0,14"
Commander 2013,Thopter Foundry,FALSE,"0,13","0,45"
Alara Reborn,Thopter Foundry,FALSE,"0,05","0,43"
Conspiracy: Take the Crown,Thorn of the Black Rose,TRUE,"0,38","6,74"
Morningtide,Thornbite Staff,TRUE,"2,54","0,90"
Conflux,Thornling,FALSE,"0,64","0,62"
Khans of Tarkir,Thornwood Falls,FALSE,"0,05","0,00"
Khans of Tarkir,Thornwood Falls,TRUE,"0,07","0,08"
Ninth Edition,Thought Courier,FALSE,"0,05","0,02"
Ninth Edition,Thought Courier,TRUE,"0,51","0,89"
Alliances,Thought Lash,FALSE,"0,68","0,90"
Dark Ascension,Thought Scour,TRUE,"4,75","10,13"
Dark Ascension,Thought Scour,FALSE,"0,10","0,27"
Commander 2015,Thought Vessel,FALSE,"1,14","1,18"
Oath of the Gatewatch,Thought-Knot Seer,FALSE,"3,98","4,50"
Duel Decks: Elspeth vs. Tezzeret,Thoughtcast,FALSE,"0,14","0,08"
Modern Masters 2015,Thoughtcast,FALSE,"0,04","0,02"
Mirrodin,Thoughtcast,FALSE,"0,04","0,04"
Lorwyn,Thoughtseize,FALSE,"18,64","16,92"
Lorwyn,Thousand-Year Elixir,FALSE,"2,75","0,81"
Dark Ascension,Thraben Doomsayer,FALSE,"0,28","0,36"
Shadows over Innistrad,Thraben Inspector,TRUE,"1,36","3,38"
Magic 2013,Thragtusk,FALSE,"0,42","0,81"
Urza's Destiny,Thran Dynamo,FALSE,"4,66","4,04"
Urza's Destiny,Thran Dynamo,TRUE,"20,34","21,15"
Urza's Legacy,Thran Lens,FALSE,"0,08","0,14"
Betrayers of Kamigawa,Threads of Disloyalty,FALSE,"1,27","1,31"
Conspiracy: Take the Crown,Throne of the High City,FALSE,"0,17","0,06"
Scars of Mirrodin,Thrummingbird,FALSE,"0,04","0,02"
Mirrodin Besieged,"Thrun, the Last Troll",FALSE,"3,98","7,19"
Shards of Alara,Thunder-Thrash Elder,TRUE,"0,07","0,09"
Beatdown Box Set,Thunderbolt,FALSE,"0,05","0,02"
Commander 2016,Thunderfoot Baloth,FALSE,"0,20","0,13"
Tenth Edition,Thundering Giant,TRUE,"0,08","0,09"
New Phyrexia,Thundering Tanadon,TRUE,"0,05","0,05"
Portal,Thundermare,FALSE,"0,08","0,54"
Avacyn Restored,Thunderous Wrath,TRUE,"0,76","0,72"
Avacyn Restored,Thunderous Wrath,FALSE,"0,04","0,04"
Mercadian Masques,Thwart,TRUE,"3,26","4,05"
Avacyn Restored,"Tibalt, the Fiend-Blooded",FALSE,"0,34","1,34"
Shards of Alara,Tidehollow Sculler,FALSE,"0,42","0,14"
Oath of the Gatewatch,Timber Gorge,TRUE,"0,07","0,03"
Lorwyn,Timber Protector,FALSE,"3,64","2,70"
Legions,Timberwatch Elf,FALSE,"0,04","0,05"
Legends,Time Elemental,FALSE,"13,98","17,99"
Magic 2011,Time Reversal,FALSE,"0,68","0,54"
Alara Reborn,Time Sieve,FALSE,"3,81","4,01"
Magic 2012,Timely Reinforcements,FALSE,"0,21","0,89"
Mirrodin Besieged,Titan Forge,FALSE,"0,08","0,09"
Theros,Titan's Strength,TRUE,"0,14","0,09"
Shards of Alara,Titanic Ultimatum,FALSE,"0,18","0,09"
Dragon's Maze,Tithe Drinker,TRUE,"0,38","0,14"
Future Sight,Tolaria West,FALSE,"1,48","0,88"
Future Sight,Tombstalker,FALSE,"0,61","0,99"
Mirrodin,Tooth and Nail,FALSE,"8,47","7,38"
Legends,Tor Wauki,FALSE,"0,10","0,32"
Chronicles,Tormod's Crypt,FALSE,"0,04","0,03"
New Phyrexia,Torpor Orb,TRUE,"2,97","5,31"
Stronghold,Tortured Existence,FALSE,"0,04","0,10"
Gatecrash,Totally Lost,TRUE,"0,14","0,05"
Mercadian Masques,Tower of the Magistrate,FALSE,"1,44","1,80"
Commander 2013,Toxic Deluge,FALSE,"6,78","6,24"
Legions,Toxin Sliver,FALSE,"0,85","1,62"
Tempest,Tradewind Rider,FALSE,"0,97","0,90"
Magic 2013,Trading Post,FALSE,"0,08","0,09"
Magic 2013,Trading Post,TRUE,"0,45","1,79"
Magic 2014,Trading Post,TRUE,"0,38","0,90"
Conspiracy,Tragic Slip,TRUE,"0,51","0,62"
Dark Ascension,Tragic Slip,FALSE,"0,04","0,02"
Dark Ascension,Tragic Slip,TRUE,"0,38","0,81"
Innistrad,Traitorous Blood,TRUE,"0,17","0,06"
Khans of Tarkir,Tranquil Cove,TRUE,"0,07","0,09"
Khans of Tarkir,Tranquil Cove,FALSE,"0,04","0,00"
Oath of the Gatewatch,Tranquil Expanse,TRUE,"0,07","0,09"
Onslaught,Tranquil Thicket,FALSE,"0,04","0,02"
Torment,Transcendence,FALSE,"0,08","0,17"
Return to Ravnica,Transguild Promenade,TRUE,"0,14","0,09"
Magic 2010,Traumatize,FALSE,"0,34","0,32"
Magic 2011,Traumatize,FALSE,"0,68","0,23"
Innistrad,Travel Preparations,TRUE,"0,07","0,09"
Conspiracy,Treasonous Ogre,FALSE,"0,07","0,02"
Commander 2016,Treasure Cruise,FALSE,"0,04","0,02"
Khans of Tarkir,Treasure Cruise,TRUE,"1,36","1,80"
Worldwake,Treasure Hunt,FALSE,"0,04","0,02"
Innistrad,Tree of Redemption,FALSE,"0,97","1,35"
Mirrodin,Tree of Tales,FALSE,"0,07","0,09"
Lorwyn,Treefolk Harbinger,FALSE,"0,81","0,59"
Duel Decks: Garruk vs. Liliana,Treetop Village,FALSE,"0,28","0,35"
Urza's Legacy,Treetop Village,TRUE,"8,47","9,90"
Tenth Edition,Treetop Village,TRUE,"2,97","1,35"
Commander 2011,Trench Gorger,FALSE,"0,08","0,11"
Innistrad,Trepanation Blade,FALSE,"0,04","0,02"
Amonkhet,Trespasser's Curse,TRUE,"0,05","0,04"
Time Spiral,Trickbind,FALSE,"1,95","0,62"
Darksteel,Trinisphere,FALSE,"5,93","4,04"
Duel Decks: Elspeth vs. Tezzeret,Trinket Mage,FALSE,"0,08","0,02"
Fifth Dawn,Trinket Mage,FALSE,"0,04","0,02"
Magic 2015,Triplicate Spirits,TRUE,"0,08","0,09"
Duel Decks: Elspeth vs. Tezzeret,Triskelion,FALSE,"0,08","0,07"
Fourth Edition,Triskelion,FALSE,"0,20","0,14"
Magic 2011,Triskelion,FALSE,"0,16","0,05"
Theros,Triton Fortune Hunter,TRUE,"0,08","0,08"
Tenth Edition,Troll Ascetic,FALSE,"0,08","0,27"
Scars of Mirrodin,True Conviction,FALSE,"1,06","0,45"
Commander 2013,True-Name Nemesis,FALSE,"17,80","20,67"
Urza's Destiny,Trumpet Blast,TRUE,"0,05","0,14"
Urza's Destiny,Trumpet Blast,TRUE,"0,05","0,14"
Commander 2015,Trygon Predator,FALSE,"0,05","0,12"
Commander 2015,Trygon Predator,FALSE,"0,05","0,12"
Urza's Saga,Turnabout,FALSE,"1,69","0,91"
Zendikar,Turntimber Ranger,FALSE,"0,25","0,09"
Eventide,Twilight Mire,FALSE,"14,83","15,27"
Invasion,Twilight's Call,FALSE,"0,08","0,18"
Conspiracy: Take the Crown,Twin Bolt,TRUE,"0,07","0,05"
Scourge,Twisted Abomination,TRUE,"0,14","0,23"
Premium Deck Series: Graveborn,Twisted Abomination,FALSE,"0,05","0,04"
Premium Deck Series: Graveborn,Twisted Abomination,FALSE,"0,05","0,04"
Scourge,Twisted Abomination,TRUE,"0,14","0,23"
Innistrad,Typhoid Rats,TRUE,"0,10","0,09"
Dark Ascension,Ulvenwald Bear,TRUE,"0,07","0,09"
Avacyn Restored,Ulvenwald Tracker,FALSE,"0,08","0,21"
Betrayers of Kamigawa,Umezawa's Jitte,TRUE,"84,74","121,50"
Innistrad,Unbreathing Horde,FALSE,"0,25","0,16"
Modern Masters 2017,Unburial Rites,TRUE,"0,17","0,12"
Modern Masters 2017,Unburial Rites,FALSE,"0,05","0,02"
Innistrad,Unburial Rites,FALSE,"0,04","0,05"
Scourge,Undead Warchief,FALSE,"2,12","2,03"
Mercadian Masques,Undertaker,TRUE,"0,14","0,44"
Ninth Edition,Underworld Dreams,FALSE,"2,12","0,77"
Magic 2010,Underworld Dreams,FALSE,"1,69","0,77"
Visions,Undiscovered Paradise,FALSE,"2,97","2,84"
Dark Ascension,Undying Evil,TRUE,"0,38","0,89"
Urza's Legacy,Unearth,TRUE,"5,93","31,46"
Urza's Legacy,Unearth,FALSE,"0,32","1,31"
Gatecrash,Unexpected Results,FALSE,"0,08","0,08"
Dragon's Maze,Unflinching Courage,TRUE,"0,07","0,45"
Onslaught,Unholy Grotto,FALSE,"2,97","1,80"
Theros,Unknown Shores,TRUE,"0,07","0,09"
Eventide,Unmake,TRUE,"1,36","1,34"
Eventide,Unmake,FALSE,"0,06","0,27"
Judgment,Unquestioned Authority,FALSE,"0,34","0,02"
Alara Reborn,"Unscythe, Killer of Kings",FALSE,"0,32","0,23"
Eldritch Moon,Unsubstantiate,FALSE,"0,04","0,00"
New Phyrexia,Urabrask the Hidden,FALSE,"3,22","5,36"
Gatecrash,Urban Evolution,FALSE,"0,04","0,02"
Weatherlight,Urborg Justice,FALSE,"1,36","0,85"
Alara Reborn,"Uril, the Miststalker",FALSE,"3,39","1,79"
Urza's Destiny,Urza's Incubator,TRUE,"40,68","71,89"
Fifth Edition,Urza's Mine,FALSE,"0,19","0,59"
Chronicles,Urza's Power Plant,FALSE,"0,31","0,68"
Dissension,Utopia Sprawl,FALSE,"1,69","1,71"
Dissension,Utopia Sprawl,TRUE,"8,64","12,15"
Commander 2016,Utter End,FALSE,"0,44","0,27"
Khans of Tarkir,Utter End,TRUE,"0,21","0,59"
Magic 2010,Vampire Aristocrat,TRUE,"0,08","0,15"
Oath of the Gatewatch,Vampire Envoy,TRUE,"0,07","0,05"
Conspiracy,Vampire Hexmage,FALSE,"0,13","0,03"
Zendikar,Vampire Hexmage,FALSE,"0,04","0,09"
Innistrad,Vampire Interloper,TRUE,"0,14","0,08"
Zendikar,Vampire Lacerator,TRUE,"0,08","0,27"
Modern Masters 2017,Vampire Nighthawk,FALSE,"0,06","0,04"
Zendikar,Vampire Nighthawk,FALSE,"0,04","0,14"
Magic 2013,Vampire Nighthawk,FALSE,"0,18","0,18"
Archenemy,Vampiric Dragon,FALSE,"1,36","1,26"
Return to Ravnica,Vandalblast,FALSE,"0,97","0,09"
Modern Masters 2015,Vapor Snag,FALSE,"0,10","0,05"
New Phyrexia,Vapor Snag,FALSE,"0,16","0,23"
Dragon's Maze,"Varolz, the Scar-Striped",FALSE,"0,08","0,23"
Magic 2014,Vastwood Hydra,FALSE,"0,08","0,09"
Worldwake,Vastwood Zendikon,TRUE,"0,07","0,05"
Mirrodin,Vault of Whispers,FALSE,"0,04","0,09"
New Phyrexia,Vault Skirge,FALSE,"0,07","0,14"
Alara Reborn,Vedalken Heretic,FALSE,"0,13","0,09"
Fifth Dawn,Vedalken Orrery,FALSE,"7,63","6,75"
Fifth Dawn,Vedalken Shackles,FALSE,"4,07","4,48"
Mercadian Masques,Vendetta,TRUE,"0,59","0,86"
Morningtide,Vendilion Clique,FALSE,"13,56","17,98"
Magic 2012,Vengeful Pharaoh,FALSE,"0,85","1,80"
Commander 2016,Venser's Journal,FALSE,"2,12","0,90"
Modern Masters 2017,"Venser, Shaper Savant",FALSE,"1,48","0,99"
Future Sight,"Venser, Shaper Savant",FALSE,"1,69","3,15"
Tempest,Verdant Force,FALSE,"0,17","0,35"
Invasion,Verdeloth the Ancient,FALSE,"0,10","0,11"
Fourth Edition,Verduran Enchantress,FALSE,"0,20","0,09"
Eighth Edition,Vernal Bloom,FALSE,"0,85","0,45"
Time Spiral,Vesuva,FALSE,"6,36","5,67"
Revised Edition,Vesuvan Doppelganger,FALSE,"2,97","3,56"
Weatherlight,Veteran Explorer,FALSE,"0,08","0,86"
Magic 2010,Veteran Swordsmith,TRUE,"0,21","0,68"
Avacyn Restored,Vexing Devil,FALSE,"5,93","6,12"
Shadowmoor,Vexing Shusher,TRUE,"4,66","3,60"
