set;name;foil;ck;mkm;available;profit;profitpct
Odyssey;Spark Mage;TRUE;0,41;0,36;3;-0,05;-0,12195122
Portal;Mountain;FALSE;0,41;0,36;2;-0,05;-0,12195122
Portal;Mountain;FALSE;0,41;0,36;2;-0,05;-0,12195122
Portal;Mountain;FALSE;0,41;0,36;2;-0,05;-0,12195122
Portal;Mountain;FALSE;0,41;0,36;2;-0,05;-0,12195122
Rise of the Eldrazi;Drana, Kalastria Bloodchief;FALSE;0,41;0,36;8;-0,05;-0,12195122
Tenth Edition;Elven Riders;TRUE;0,41;0,36;6;-0,05;-0,12195122
Tenth Edition;Flamewave Invoker;TRUE;0,41;0,36;5;-0,05;-0,12195122
Urza's Destiny;Quash;TRUE;0,41;0,36;10;-0,05;-0,12195122
Zendikar;Goblin Ruinblaster;TRUE;0,41;0,36;7;-0,05;-0,12195122
Modern Masters 2015;Tarmogoyf;FALSE;59,25;52,02;8;-7,23;-0,122025316
Modern Masters;Spell Snare;TRUE;10,15;8,9;16;-1,25;-0,123152709
Ugin's Fate;Grim Haruspex;FALSE;7,19;6,3;4;-0,89;-0,123783032
Magic 2013;Master of the Pearl Trident;TRUE;14,38;12,6;8;-1,78;-0,123783032
Innistrad;Tree of Redemption;TRUE;3,38;2,96;8;-0,42;-0,124260355
Conspiracy: Take the Crown;Inquisition of Kozilek;TRUE;14,38;12,59;8;-1,79;-0,124478442
Modern Masters 2017;Restoration Angel;TRUE;5,92;5,18;4;-0,74;-0,125
Antiquities;The Rack;FALSE;7,19;6,29;6;-0,9;-0,125173853
Magic Origins;Nissa, Vastwood Seer // Nissa, Sage Animist;TRUE;15,23;13,32;8;-1,91;-0,125410374
Eldritch Moon;Collective Brutality;FALSE;11,84;10,35;8;-1,49;-0,125844595
Dragons of Tarkir;Den Protector;TRUE;2,53;2,21;8;-0,32;-0,126482213
Magic 2012;Frost Titan;TRUE;2,53;2,21;8;-0,32;-0,126482213
Magic 2014;Predatory Sliver;TRUE;2,53;2,21;7;-0,32;-0,126482213
Seventh Edition;Dregs of Sorrow;TRUE;11,84;10,34;6;-1,5;-0,126689189
Seventh Edition;Charcoal Diamond;TRUE;16,92;14,76;1;-2,16;-0,127659574
Invasion;Tangle;TRUE;9,3;8,1;1;-1,2;-0,129032258
Journey into Nyx;Pharika, God of Affliction;TRUE;9,3;8,1;8;-1,2;-0,129032258
New Phyrexia;Gitaxian Probe;TRUE;9,3;8,1;9;-1,2;-0,129032258
Theros;Xenagos, the Reveler;TRUE;9,3;8,1;2;-1,2;-0,129032258
Urza's Legacy;Bone Shredder;TRUE;9,3;8,1;1;-1,2;-0,129032258
Conspiracy;Muzzio, Visionary Architect;TRUE;18,62;16,2;6;-2,42;-0,129967777
Legends;Spinal Villain;FALSE;18,62;16,2;2;-2,42;-0,129967777
Invasion;Hanna, Ship's Navigator;TRUE;14,38;12,51;7;-1,87;-0,130041725
Rise of the Eldrazi;Flame Slash;TRUE;2,53;2,2;3;-0,33;-0,130434783
Eldritch Moon;Grim Flayer;FALSE;9,3;8,08;8;-1,22;-0,131182796
Gatecrash;Hellkite Tyrant;TRUE;9,3;8,08;5;-1,22;-0,131182796
Planeshift;Nemata, Grove Guardian;TRUE;9,3;8,08;4;-1,22;-0,131182796
Ixalan;Vance's Blasting Cannons // Spitfire Bastion;TRUE;5,07;4,4;8;-0,67;-0,132149901
Unlimited Edition;Basalt Monolith;FALSE;5,07;4,4;5;-0,67;-0,132149901
Amonkhet Invocations;Mind Twist;FALSE;25,39;22,01;4;-3,38;-0,133123277
Gatecrash;Aurelia's Fury;TRUE;3,38;2,93;2;-0,45;-0,133136095
Legions;Caller of the Claw;TRUE;3,38;2,93;5;-0,45;-0,133136095
Ninth Edition;Shivan Dragon;TRUE;3,38;2,93;8;-0,45;-0,133136095
Planeshift;March of Souls;TRUE;3,38;2,93;7;-0,45;-0,133136095
Born of the Gods;Fanatic of Xenagos;TRUE;0,3;0,26;13;-0,04;-0,133333333
Champions of Kamigawa;Petals of Insight;TRUE;0,3;0,26;10;-0,04;-0,133333333
Invasion;Kavu Runner;TRUE;0,3;0,26;6;-0,04;-0,133333333
Ixalan;Heartless Pillage;TRUE;0,3;0,26;20;-0,04;-0,133333333
Journey into Nyx;Bassara Tower Archer;TRUE;0,3;0,26;6;-0,04;-0,133333333
Magic 2011;War Priest of Thune;TRUE;0,3;0,26;7;-0,04;-0,133333333
Magic 2015;Ulcerate;TRUE;0,3;0,26;16;-0,04;-0,133333333
Mercadian Masques;Cateran Overlord;FALSE;0,3;0,26;1;-0,04;-0,133333333
Nemesis;Massacre;FALSE;0,3;0,26;2;-0,04;-0,133333333
New Phyrexia;Marrow Shards;TRUE;0,3;0,26;15;-0,04;-0,133333333
Odyssey;Balshan Griffin;TRUE;0,3;0,26;6;-0,04;-0,133333333
Prophecy;Wild Might;TRUE;0,3;0,26;5;-0,04;-0,133333333
Seventh Edition;Infernal Contract;FALSE;0,3;0,26;7;-0,04;-0,133333333
Unhinged;Assquatch;TRUE;9,3;8,06;2;-1,24;-0,133333333
Arabian Nights;Shahrazad;FALSE;228,57;198;2;-30,57;-0,133744586
Innistrad;Diregraf Ghoul;TRUE;0,67;0,58;1;-0,09;-0,134328358
Odyssey;Hint of Insanity;TRUE;0,67;0,58;1;-0,09;-0,134328358
Legends;Angus Mackenzie;FALSE;114,28;98,91;3;-15,37;-0,134494225
Worldwake;Eye of Ugin;TRUE;23,7;20,48;8;-3,22;-0,135864979
Battle Royale Box Set;Rolling Thunder;FALSE;0,58;0,5;4;-0,08;-0,137931034
Legends;Reincarnation;FALSE;2,36;2,03;6;-0,33;-0,139830508
Revised Edition;Contract from Below;FALSE;0,5;0,43;1;-0,07;-0,14
Antiquities;Power Artifact;FALSE;110,05;94,5;6;-15,55;-0,141299409
Saviors of Kamigawa;Maga, Traitor to Mortals;TRUE;12,69;10,89;8;-1,8;-0,141843972
Magic 2014;Strionic Resonator;TRUE;10,15;8,71;2;-1,44;-0,141871921
Battle Royale Box Set;Dark Ritual;FALSE;1,26;1,08;4;-0,18;-0,142857143
Eternal Masters;Xantid Swarm;TRUE;1,26;1,08;6;-0,18;-0,142857143
Planechase;Naar Isle;FALSE;1,26;1,08;20;-0,18;-0,142857143
Planeshift;Sunken Hope;TRUE;1,26;1,08;3;-0,18;-0,142857143
Prophecy;Sheltering Prayers;TRUE;1,26;1,08;2;-0,18;-0,142857143
Amonkhet;Meandering River;FALSE;0,21;0,18;20;-0,03;-0,142857143
Anthologies;Fireball;FALSE;0,21;0,18;1;-0,03;-0,142857143
Anthologies;Goblin Balloon Brigade;FALSE;0,21;0,18;4;-0,03;-0,142857143
Anthologies;Goblin Digging Team;FALSE;0,21;0,18;7;-0,03;-0,142857143
Anthologies;Raging Goblin;FALSE;0,21;0,18;2;-0,03;-0,142857143
Anthologies;Unholy Strength;FALSE;0,21;0,18;9;-0,03;-0,142857143
Antiquities;Argothian Treefolk;FALSE;0,21;0,18;4;-0,03;-0,142857143
Battle Royale Box Set;Elvish Lyrist;FALSE;0,21;0,18;17;-0,03;-0,142857143
Battle Royale Box Set;Wall of Heat;FALSE;0,21;0,18;5;-0,03;-0,142857143
Battle Royale Box Set;Wildfire Emissary;FALSE;0,21;0,18;14;-0,03;-0,142857143
Commander 2011;Flametongue Kavu;FALSE;0,21;0,18;15;-0,03;-0,142857143
Commander 2015;Centaur Vinecrasher;FALSE;0,21;0,18;8;-0,03;-0,142857143
Commander 2015;Seal of the Guildpact;FALSE;0,21;0,18;8;-0,03;-0,142857143
Commander 2017;Galecaster Colossus;FALSE;0,21;0,18;8;-0,03;-0,142857143
Commander 2017;Stromkirk Captain;FALSE;0,21;0,18;20;-0,03;-0,142857143
Commander Anthology;Centaur Vinecrasher;FALSE;0,21;0,18;8;-0,03;-0,142857143
Dark Ascension;Diregraf Captain;FALSE;0,21;0,18;20;-0,03;-0,142857143
Duel Decks: Izzet vs. Golgari;Kiln Fiend;FALSE;0,21;0,18;20;-0,03;-0,142857143
Legends;Remove Soul;FALSE;0,21;0,18;8;-0,03;-0,142857143
Portal;Blaze;FALSE;0,21;0,18;5;-0,03;-0,142857143
Portal;Blaze;FALSE;0,21;0,18;5;-0,03;-0,142857143
Portal: Second Age;Brutal Nightstalker;FALSE;0,21;0,18;6;-0,03;-0,142857143
Portal: Second Age;Wild Ox;FALSE;0,21;0,18;18;-0,03;-0,142857143
Revised Edition;Black Knight;FALSE;0,21;0,18;4;-0,03;-0,142857143
Scars of Mirrodin;Twisted Image;FALSE;0,21;0,18;20;-0,03;-0,142857143
Starter 1999;Charging Paladin;FALSE;0,21;0,18;10;-0,03;-0,142857143
Starter 1999;Earth Elemental;FALSE;0,21;0,18;2;-0,03;-0,142857143
Starter 1999;Raging Goblin;FALSE;0,21;0,18;3;-0,03;-0,142857143
Starter 1999;Raise Dead;FALSE;0,21;0,18;11;-0,03;-0,142857143
Starter 1999;Tremor;FALSE;0,21;0,18;15;-0,03;-0,142857143
The Dark;Bone Flute;FALSE;0,21;0,18;6;-0,03;-0,142857143
The Dark;Brothers of Fire;FALSE;0,21;0,18;20;-0,03;-0,142857143
The Dark;Fasting;FALSE;0,21;0,18;8;-0,03;-0,142857143
The Dark;Orc General;FALSE;0,21;0,18;6;-0,03;-0,142857143
The Dark;The Fallen;FALSE;0,21;0,18;2;-0,03;-0,142857143
Unlimited Edition;Circle of Protection: Green;FALSE;0,21;0,18;4;-0,03;-0,142857143
Unlimited Edition;Healing Salve;FALSE;0,21;0,18;1;-0,03;-0,142857143
Unlimited Edition;Shanodin Dryads;FALSE;0,21;0,18;6;-0,03;-0,142857143
Unlimited Edition;Spell Blast;FALSE;0,21;0,18;4;-0,03;-0,142857143
Alara Reborn;Retaliator Griffin;TRUE;0,84;0,72;8;-0,12;-0,142857143
Dark Ascension;Grim Backwoods;TRUE;0,84;0,72;6;-0,12;-0,142857143
Dragon's Maze;Advent of the Wurm;TRUE;0,84;0,72;1;-0,12;-0,142857143
Eternal Masters;Visara the Dreadful;TRUE;0,84;0,72;8;-0,12;-0,142857143
Eternal Masters;Wirewood Symbiote;TRUE;0,84;0,72;7;-0,12;-0,142857143
Eventide;Rekindled Flame;TRUE;0,84;0,72;4;-0,12;-0,142857143
Invasion;Andradite Leech;TRUE;0,84;0,72;1;-0,12;-0,142857143
Magic 2012;Redirect;TRUE;0,84;0,72;8;-0,12;-0,142857143
Magic Origins;Demonic Pact;FALSE;0,84;0,72;8;-0,12;-0,142857143
Morningtide;Feudkiller's Verdict;TRUE;0,84;0,72;8;-0,12;-0,142857143
Portal;Phantom Warrior;FALSE;0,84;0,72;1;-0,12;-0,142857143
Scars of Mirrodin;Livewire Lash;TRUE;0,84;0,72;8;-0,12;-0,142857143
Shadowmoor;Isleback Spawn;TRUE;0,84;0,72;2;-0,12;-0,142857143
Shadows over Innistrad;Thalia's Lieutenant;FALSE;0,84;0,72;8;-0,12;-0,142857143
Time Spiral;Magus of the Mirror;TRUE;0,84;0,72;3;-0,12;-0,142857143
Eldritch Moon;Decimator of the Provinces;TRUE;1,68;1,44;8;-0,24;-0,142857143
Return to Ravnica;Desecration Demon;TRUE;1,68;1,44;2;-0,24;-0,142857143
Gatecrash;Sacred Foundry;TRUE;19,46;16,65;1;-2,81;-0,144398767
Ixalan;Spell Pierce;TRUE;2,95;2,52;20;-0,43;-0,145762712
Saviors of Kamigawa;Tomb of Urami;TRUE;2,95;2,52;1;-0,43;-0,145762712
Invasion;Thunderscape Master;TRUE;2,53;2,16;4;-0,37;-0,146245059
Classic Sixth Edition;Karplusan Forest;FALSE;2,53;2,16;1;-0,37;-0,146245059
Dragons of Tarkir;Self-Inflicted Wound;TRUE;0,41;0,35;5;-0,06;-0,146341463
Eventide;Belligerent Hatchling;TRUE;0,41;0,35;5;-0,06;-0,146341463
Invasion;Dromar's Attendant;TRUE;0,41;0,35;6;-0,06;-0,146341463
Mercadian Masques;Cateran Enforcer;TRUE;0,41;0,35;5;-0,06;-0,146341463
Mercadian Masques;High Seas;TRUE;0,41;0,35;5;-0,06;-0,146341463
Mercadian Masques;Primeval Shambler;TRUE;0,41;0,35;4;-0,06;-0,146341463
Mercadian Masques;Warmonger;TRUE;0,41;0,35;6;-0,06;-0,146341463
Portal: Three Kingdoms;Vengeance;FALSE;0,41;0,35;3;-0,06;-0,146341463
Return to Ravnica;Niv-Mizzet, Dracogenius;FALSE;0,41;0,35;8;-0,06;-0,146341463
Theros;Fleecemane Lion;FALSE;0,41;0,35;8;-0,06;-0,146341463
Urza's Destiny;Braidwood Sextant;TRUE;0,41;0,35;2;-0,06;-0,146341463
Urza's Destiny;Disappear;TRUE;0,41;0,35;3;-0,06;-0,146341463
Worldwake;Canopy Cover;TRUE;0,41;0,35;1;-0,06;-0,146341463
Dragons of Tarkir;Dragon Whisperer;TRUE;2,11;1,8;8;-0,31;-0,146919431
Fifth Dawn;Auriok Windwalker;TRUE;2,11;1,8;8;-0,31;-0,146919431
Mercadian Masques;Rishadan Pawnshop;TRUE;2,11;1,8;2;-0,31;-0,146919431
Rise of the Eldrazi;Consuming Vapors;TRUE;2,11;1,8;2;-0,31;-0,146919431
Shards of Alara;Sigil of Distinction;TRUE;2,11;1,8;3;-0,31;-0,146919431
Urza's Destiny;Goblin Festival;TRUE;2,11;1,8;4;-0,31;-0,146919431
Aether Revolt;Tezzeret, Master of Metal;FALSE;4,22;3,6;8;-0,62;-0,146919431
Dragons of Tarkir;Anafenza, Kin-Tree Spirit;TRUE;4,22;3,6;8;-0,62;-0,146919431
Invasion;Restock;TRUE;4,22;3,6;5;-0,62;-0,146919431
Magic Origins;Ghirapur Aether Grid;TRUE;4,22;3,6;7;-0,62;-0,146919431
Return to Ravnica;Codex Shredder;TRUE;4,22;3,6;5;-0,62;-0,146919431
Return to Ravnica;Abrupt Decay;FALSE;3,8;3,24;8;-0,56;-0,147368421
Modern Masters;Street Wraith;FALSE;5,07;4,32;20;-0,75;-0,147928994
Guildpact;Niv-Mizzet, the Firemind;TRUE;12,69;10,8;6;-1,89;-0,14893617
Modern Masters;Greater Gargadon;TRUE;8,46;7,2;8;-1,26;-0,14893617
Odyssey;Cephalid Coliseum;TRUE;8,46;7,2;7;-1,26;-0,14893617
Odyssey;Vampiric Dragon;TRUE;8,46;7,2;1;-1,26;-0,14893617
Portal: Three Kingdoms;Lu Su, Wu Advisor;FALSE;8,46;7,2;2;-1,26;-0,14893617
Legends;Tuknir Deathlock;FALSE;16,92;14,4;6;-2,52;-0,14893617
Return to Ravnica;Hallowed Fountain;TRUE;16,92;14,4;1;-2,52;-0,14893617
Zendikar Expeditions;Smoldering Marsh;FALSE;16,92;14,4;1;-2,52;-0,14893617
Coldsnap;Blizzard Specter;TRUE;2,95;2,51;10;-0,44;-0,149152542
Commander's Arsenal;Sylvan Library;FALSE;25,39;21,6;8;-3,79;-0,149271367
Magic 2013;Thundermaw Hellkite;TRUE;25,39;21,6;8;-3,79;-0,149271367
Odyssey;Braids, Cabal Minion;TRUE;25,39;21,6;4;-3,79;-0,149271367
From the Vault: Lore;Unmask;FALSE;4,22;3,59;8;-0,63;-0,1492891
Gatecrash;Deathpact Angel;TRUE;4,22;3,59;1;-0,63;-0,1492891
Modern Masters 2017;Thragtusk;TRUE;4,22;3,59;2;-0,63;-0,1492891
Seventh Edition;Dakmor Lancer;TRUE;4,22;3,59;1;-0,63;-0,1492891
Time Spiral;Looter il-Kor;TRUE;4,22;3,59;9;-0,63;-0,1492891
Time Spiral;Ancestral Vision;TRUE;126,98;108;5;-18,98;-0,149472358
Urza's Legacy;Karmic Guide;TRUE;63,49;53,99;3;-9,5;-0,149629863
Kaladesh;Saheeli Rai;TRUE;12,69;10,79;4;-1,9;-0,149724192
Magic 2013;Garruk, Primal Hunter;TRUE;12,69;10,79;6;-1,9;-0,149724192
Odyssey;Patron Wizard;TRUE;42,32;35,98;5;-6,34;-0,149810964
Commander Anthology;Freyalise, Llanowar's Fury;FALSE;8,46;7,19;8;-1,27;-0,150118203
Planeshift;Cloud Cover;TRUE;8,46;7,19;3;-1,27;-0,150118203
Scourge;Bladewing the Risen;TRUE;8,46;7,19;1;-1,27;-0,150118203
Eighth Edition;Bloodshot Cyclops;TRUE;1,26;1,07;2;-0,19;-0,150793651
Ixalan;Ashes of the Abhorrent;TRUE;1,26;1,07;8;-0,19;-0,150793651
Magic 2011;Stormtide Leviathan;TRUE;1,26;1,07;1;-0,19;-0,150793651
Magic Origins;Thopter Spy Network;TRUE;1,26;1,07;2;-0,19;-0,150793651
Prophecy;Avatar of Fury;TRUE;8,46;7,18;2;-1,28;-0,151300236
Archenemy;Scion of Darkness;FALSE;1,52;1,29;8;-0,23;-0,151315789
Battle Royale Box Set;Swords to Plowshares;FALSE;2,11;1,79;12;-0,32;-0,151658768
Eldritch Moon;Bedlam Reveler;TRUE;2,11;1,79;2;-0,32;-0,151658768
Eventide;Nobilis of War;TRUE;2,11;1,79;8;-0,32;-0,151658768
Magic 2011;Mana Leak;TRUE;2,11;1,79;3;-0,32;-0,151658768
Magic 2015;Quickling;TRUE;2,11;1,79;5;-0,32;-0,151658768
Ninth Edition;Plagiarize;TRUE;2,11;1,79;5;-0,32;-0,151658768
Return to Ravnica;Shrieking Affliction;TRUE;2,11;1,79;1;-0,32;-0,151658768
Revised Edition;Nether Shadow;FALSE;2,11;1,79;2;-0,32;-0,151658768
Seventh Edition;Sanctimony;TRUE;2,11;1,79;2;-0,32;-0,151658768
Seventh Edition;Grafted Skullcap;TRUE;4,22;3,58;5;-0,64;-0,151658768
Seventh Edition;Feroz's Ban;TRUE;5,07;4,3;1;-0,77;-0,151873767
Return to Ravnica;Temple Garden;TRUE;16,92;14,35;1;-2,57;-0,151891253
Modern Masters;Blinkmoth Nexus;TRUE;12,69;10,76;3;-1,93;-0,152088258
Mirrodin Besieged;Thrun, the Last Troll;FALSE;8,46;7,16;8;-1,3;-0,153664303
Arabian Nights;Sandals of Abdallah;FALSE;16,92;14,31;3;-2,61;-0,154255319
Future Sight;Steamflogger Boss;TRUE;16,92;14,31;8;-2,61;-0,154255319
Unhinged;Greater Morphling;TRUE;16,92;14,31;8;-2,61;-0,154255319
New Phyrexia;Urabrask the Hidden;FALSE;6,34;5,36;8;-0,98;-0,154574132
Betrayers of Kamigawa;Enshrined Memories;TRUE;0,84;0,71;7;-0,13;-0,154761905
Innistrad;Curse of Death's Hold;TRUE;0,84;0,71;8;-0,13;-0,154761905
Invasion;Sleeper's Robe;TRUE;0,84;0,71;4;-0,13;-0,154761905
Dark Ascension;Vorapede;TRUE;3,8;3,21;8;-0,59;-0,155263158
The Dark;Martyr's Cry;FALSE;5,92;5;8;-0,92;-0,155405405
Betrayers of Kamigawa;Umezawa's Jitte;TRUE;143,91;121,5;4;-22,41;-0,155722326
Magic 2012;Rune-Scarred Demon;FALSE;5,07;4,28;8;-0,79;-0,15581854
Shadows over Innistrad;Startled Awake // Persistent Nightmare;TRUE;5,07;4,28;8;-0,79;-0,15581854
Dissension;Azorius Chancery;TRUE;2,11;1,78;6;-0,33;-0,156398104
Scars of Mirrodin;Semblance Anvil;TRUE;2,11;1,78;4;-0,33;-0,156398104
Urza's Saga;Sneak Attack;FALSE;24,54;20,7;8;-3,84;-0,156479218
Saviors of Kamigawa;Sakura-Tribe Scout;TRUE;10,15;8,55;2;-1,6;-0,157635468
Odyssey;Bearscape;TRUE;2,53;2,13;6;-0,4;-0,158102767
Eldritch Moon;Tamiyo, Field Researcher;TRUE;10,15;8,54;8;-1,61;-0,15862069
Eighth Edition;Intrepid Hero;TRUE;4,22;3,55;8;-0,67;-0,158767773
Avacyn Restored;Slayers' Stronghold;TRUE;2,95;2,48;8;-0,47;-0,159322034
Gatecrash;Giant Adephage;TRUE;2,95;2,48;7;-0,47;-0,159322034
Innistrad;Mentor of the Meek;TRUE;2,95;2,48;3;-0,47;-0,159322034
Invasion;Void;TRUE;2,95;2,48;8;-0,47;-0,159322034
Urza's Saga;Fluctuator;FALSE;8,03;6,75;8;-1,28;-0,159402242
Coldsnap;Phyrexian Soulgorger;TRUE;8,46;7,11;1;-1,35;-0,159574468
Commander 2017;Harbinger of the Tides;FALSE;0,25;0,21;8;-0,04;-0,16
Duel Decks: Izzet vs. Golgari;Izzet Charm;FALSE;0,25;0,21;14;-0,04;-0,16
The Dark;Fountain of Youth;FALSE;0,25;0,21;2;-0,04;-0,16
Champions of Kamigawa;Eiganjo Castle;TRUE;32,16;27;6;-5,16;-0,160447761
Champions of Kamigawa;Minamo, School at Water's Edge;TRUE;80,42;67,49;3;-12,93;-0,1607809
Unlimited Edition;Mana Vault;FALSE;80,42;67,49;2;-12,93;-0,1607809
Fate Reforged;Monastery Mentor;TRUE;32,16;26,98;8;-5,18;-0,161069652
Mercadian Masques;Two-Headed Dragon;TRUE;14,38;12,06;3;-2,32;-0,161335188
Magic 2015;Ensoul Artifact;TRUE;2,53;2,12;6;-0,41;-0,162055336
Shadowmoor;Crimson Wisps;TRUE;2,53;2,12;2;-0,41;-0,162055336
Modern Masters 2017;Liliana of the Veil;TRUE;126,98;106,2;1;-20,78;-0,163647819
New Phyrexia;Porcelain Legionnaire;TRUE;5,92;4,95;8;-0,97;-0,163851351
Portal: Three Kingdoms;Yellow Scarves General;FALSE;5,92;4,95;4;-0,97;-0,163851351
Duel Decks: Izzet vs. Golgari;Life from the Loam;FALSE;11,84;9,9;8;-1,94;-0,163851351
Eternal Masters;Argothian Enchantress;TRUE;11,84;9,9;5;-1,94;-0,163851351
Seventh Edition;Infernal Contract;TRUE;11,84;9,9;6;-1,94;-0,163851351
Modern Masters;Vendilion Clique;TRUE;59,25;49,5;8;-9,75;-0,164556962
Modern Masters;Dark Confidant;TRUE;71,95;60,1;8;-11,85;-0,164697707
Modern Masters;Summoner's Pact;TRUE;29,62;24,74;1;-4,88;-0,164753545
Eternal Masters;Sneak Attack;FALSE;17,77;14,84;8;-2,93;-0,164884637
Eternal Masters;Wasteland;FALSE;23,7;19,79;8;-3,91;-0,164978903
Gatecrash;Rapid Hybridization;TRUE;2,11;1,76;8;-0,35;-0,165876777
Magic 2014;Devout Invocation;TRUE;2,11;1,76;8;-0,35;-0,165876777
Portal;King's Assassin;FALSE;2,11;1,76;1;-0,35;-0,165876777
Magic 2014;Strionic Resonator;FALSE;4,22;3,52;8;-0,7;-0,165876777
Legends;Nicol Bolas;FALSE;59,25;49,41;1;-9,84;-0,166075949
Mercadian Masques;Ballista Squad;TRUE;0,3;0,25;9;-0,05;-0,166666667
Mercadian Masques;Vine Dryad;FALSE;0,3;0,25;1;-0,05;-0,166666667
Modern Masters;Meloku the Clouded Mirror;FALSE;0,3;0,25;8;-0,05;-0,166666667
Magic 2011;Royal Assassin;TRUE;1,26;1,05;7;-0,21;-0,166666667
Odyssey;Cephalid Retainer;TRUE;0,84;0,7;4;-0,14;-0,166666667
Portal;Taunt;FALSE;0,84;0,7;3;-0,14;-0,166666667
Kaladesh Inventions;Champion's Helm;FALSE;25,39;21,15;1;-4,24;-0,16699488
Kaladesh Inventions;Meekstone;FALSE;25,39;21,15;1;-4,24;-0,16699488
Modern Masters;Sarkhan Vol;TRUE;19,46;16,19;8;-3,27;-0,168036999
Shadowmoor;Oversoul of Dusk;TRUE;4,22;3,51;8;-0,71;-0,168246445
Eighth Edition;Thieves' Auction;TRUE;8,46;7,02;4;-1,44;-0,170212766
Magic Origins;Pyromancer's Goggles;TRUE;8,46;7,02;5;-1,44;-0,170212766
Alara Reborn;Wargate;TRUE;5,92;4,91;7;-1,01;-0,170608108
Magic 2014;Silence;TRUE;2,11;1,75;8;-0,36;-0,170616114
Shadows over Innistrad;Archangel Avacyn // Avacyn, the Purifier;FALSE;4,22;3,5;4;-0,72;-0,170616114
Ninth Edition;Hunted Wumpus;TRUE;0,41;0,34;11;-0,07;-0,170731707
Urza's Destiny;Brine Seer;TRUE;0,41;0,34;2;-0,07;-0,170731707
Magic 2011;Condemn;TRUE;3,8;3,15;2;-0,65;-0,171052632
Magic 2013;Jace's Phantasm;TRUE;3,8;3,15;1;-0,65;-0,171052632
Onslaught;Sea's Claim;TRUE;3,8;3,15;7;-0,65;-0,171052632
Return to Ravnica;Pack Rat;TRUE;3,8;3,15;8;-0,65;-0,171052632
Zendikar;Pyromancer Ascension;TRUE;3,8;3,15;8;-0,65;-0,171052632
Magic 2012;Furyborn Hellkite;FALSE;1,52;1,26;4;-0,26;-0,171052632
Rise of the Eldrazi;Kor Spiritdancer;TRUE;13,54;11,22;1;-2,32;-0,171344165
Conspiracy;Grenzo, Dungeon Warden;TRUE;7,61;6,3;8;-1,31;-0,172141919
Eternal Masters;Vindicate;TRUE;7,61;6,3;2;-1,31;-0,172141919
Portal: Second Age;Razorclaw Bear;FALSE;7,61;6,3;5;-1,31;-0,172141919
Dragons of Tarkir;Kolaghan's Command;FALSE;11,84;9,8;8;-2,04;-0,172297297
Modern Masters;Kitchen Finks;TRUE;15,23;12,6;5;-2,63;-0,172685489
Modern Masters 2015;Eldrazi Temple;TRUE;15,23;12,6;1;-2,63;-0,172685489
Modern Masters 2017;Liliana of the Veil;FALSE;76,19;63;8;-13,19;-0,173119832
Eternal Masters;Baleful Strix;TRUE;38,09;31,49;8;-6,6;-0,173273825
Khans of Tarkir;Dig Through Time;TRUE;7,61;6,29;7;-1,32;-0,173455979
Saviors of Kamigawa;Arashi, the Sky Asunder;TRUE;7,61;6,29;4;-1,32;-0,173455979
Shadowmoor;Kulrath Knight;TRUE;7,61;6,29;17;-1,32;-0,173455979
Gatecrash;Boros Reckoner;TRUE;3,8;3,14;8;-0,66;-0,173684211
Judgment;Crush of Wurms;TRUE;3,8;3,14;3;-0,66;-0,173684211
Modern Masters 2017;Ranger of Eos;TRUE;3,8;3,14;5;-0,66;-0,173684211
Onslaught;Blackmail;TRUE;3,8;3,14;6;-0,66;-0,173684211
Seventh Edition;Mahamoti Djinn;TRUE;3,8;3,14;5;-0,66;-0,173684211
Apocalypse;Degavolver;TRUE;1,09;0,9;4;-0,19;-0,174311927
Legends;The Lady of the Mountain;FALSE;1,09;0,9;5;-0,19;-0,174311927
Ninth Edition;Flowstone Slide;TRUE;1,09;0,9;6;-0,19;-0,174311927
Born of the Gods;Courser of Kruphix;TRUE;8,46;6,98;8;-1,48;-0,174940898
Eternal Masters;Sinkhole;TRUE;8,46;6,98;8;-1,48;-0,174940898
Mirrodin Besieged;Massacre Wurm;FALSE;9,3;7,67;8;-1,63;-0,175268817
Mercadian Masques;Midnight Ritual;TRUE;2,11;1,74;1;-0,37;-0,17535545
Mercadian Masques;Waterfront Bouncer;TRUE;4,22;3,48;2;-0,74;-0,17535545
Conspiracy;Marchesa, the Black Rose;TRUE;50,79;41,85;4;-8,94;-0,176018901
Urza's Destiny;Yawgmoth's Bargain;TRUE;169,31;139,5;3;-29,81;-0,176067568
Magic 2013;Arbor Elf;TRUE;3,8;3,13;5;-0,67;-0,176315789
Scars of Mirrodin;Indomitable Archangel;TRUE;3,8;3,13;8;-0,67;-0,176315789
Modern Masters 2017;Death's Shadow;FALSE;7,61;6,26;8;-1,35;-0,17739816
Urza's Saga;Morphling;FALSE;9,3;7,65;3;-1,65;-0,177419355
Rise of the Eldrazi;Ancient Stirrings;FALSE;2,36;1,94;20;-0,42;-0,177966102
Invasion;Captain Sisay;TRUE;93,12;76,5;4;-16,62;-0,178479381
Invasion;Teferi's Response;TRUE;9,3;7,64;4;-1,66;-0,178494624
Odyssey;Thought Devourer;TRUE;0,84;0,69;5;-0,15;-0,178571429
Rise of the Eldrazi;Kargan Dragonlord;TRUE;12,69;10,42;6;-2,27;-0,178881009
Commander 2016;Sidar Kondo of Jamuraa;FALSE;0,67;0,55;8;-0,12;-0,179104478
